Forecast_Week,Store,Dept,Predicted_Sales
2012-11-16,20,42,9368.8544921875
2012-11-16,20,44,9643.0380859375
2012-11-16,20,45,0.0
2012-11-16,20,46,30024.55859375
2012-11-16,20,47,0.0
2012-11-16,20,48,3890.048095703125
2012-11-16,20,49,21849.556640625
2012-11-16,20,50,2296.963134765625
2012-11-16,20,52,2708.079833984375
2012-11-16,20,54,0.0
2012-11-16,20,55,19984.533203125
2012-11-16,20,56,1303.3828125
2012-11-16,20,58,5502.08642578125
2012-11-16,20,59,485.3520202636719
2012-11-16,20,60,533.1994018554688
2012-11-16,20,67,17828.3203125
2012-11-16,20,71,6632.10302734375
2012-11-16,20,72,81084.3515625
2012-11-16,20,74,19752.484375
2012-11-16,20,79,37959.08984375
2012-11-16,20,80,41136.3125
2012-11-16,20,81,36777.5078125
2012-11-16,20,82,35014.55859375
2012-11-16,20,83,4567.64501953125
2012-11-16,20,85,4504.154296875
2012-11-16,20,87,47369.41796875
2012-11-16,20,90,104740.8359375
2012-11-16,20,91,80442.8203125
2012-11-16,20,92,220058.453125
2012-11-16,20,93,54583.97265625
2012-11-16,20,94,58803.44140625
2012-11-16,20,95,193292.9375
2012-11-16,20,96,0.0
2012-11-16,20,97,25280.41015625
2012-11-16,20,98,21275.017578125
2012-11-16,20,99,205.1563720703125
2012-11-16,21,1,19597.064453125
2012-11-16,21,2,43516.29296875
2012-11-16,21,3,8039.24169921875
2012-11-16,21,4,16789.1953125
2012-11-16,21,5,16631.208984375
2012-11-16,21,6,2042.452392578125
2012-11-16,21,7,22819.521484375
2012-11-16,21,8,15782.1474609375
2012-11-16,21,9,14662.783203125
2012-11-16,21,10,12840.9208984375
2012-11-16,21,11,10144.552734375
2012-11-16,21,12,2185.320556640625
2012-11-16,21,13,24751.72265625
2012-11-16,21,14,14535.7939453125
2012-11-16,21,16,1578.2957763671875
2012-11-16,21,17,5480.10205078125
2012-11-16,21,18,15312.6298828125
2012-11-16,21,19,1686.5447998046875
2012-11-16,21,20,4072.337890625
2012-11-16,21,21,2777.19384765625
2012-11-16,21,22,7200.662109375
2012-11-16,21,23,34185.84765625
2012-11-16,21,24,10321.5810546875
2012-11-16,21,25,16847.427734375
2012-11-16,21,26,11930.3642578125
2012-11-16,21,27,1867.551025390625
2012-11-16,21,28,569.8150024414062
2012-11-16,21,29,4422.82763671875
2012-11-16,21,30,3878.981201171875
2012-11-16,21,31,3735.3134765625
2012-11-16,21,32,5150.94384765625
2012-11-16,21,33,9455.97265625
2012-11-16,21,34,18298.458984375
2012-11-16,21,35,1818.9140625
2012-11-16,21,36,1208.9481201171875
2012-11-16,21,38,27659.849609375
2012-11-16,21,40,36467.015625
2012-11-16,21,41,2869.1923828125
2012-11-16,21,42,5200.87939453125
2012-11-16,21,44,4426.04541015625
2012-11-16,21,45,0.0
2012-11-16,21,46,16509.0625
2012-11-16,21,47,0.0
2012-11-16,21,49,10709.0615234375
2012-11-16,21,52,2431.7734375
2012-11-16,21,54,0.0
2012-11-16,21,55,7015.91064453125
2012-11-16,21,56,761.468994140625
2012-11-16,21,58,743.493896484375
2012-11-16,21,59,34.9796257019043
2012-11-16,21,60,11.944804191589355
2012-11-16,21,67,4362.962890625
2012-11-16,21,71,3801.90478515625
2012-11-16,21,72,33561.5078125
2012-11-16,21,74,9054.6455078125
2012-11-16,21,79,18195.84375
2012-11-16,21,80,0.0
2012-11-16,21,81,5645.794921875
2012-11-16,21,82,14370.6533203125
2012-11-16,21,83,0.0
2012-11-16,21,85,703.1796264648438
2012-11-16,21,87,6414.80810546875
2012-11-16,21,90,10808.27734375
2012-11-16,21,91,6364.35986328125
2012-11-16,21,92,26358.24609375
2012-11-16,21,93,1111.8555908203125
2012-11-16,21,94,342.951416015625
2012-11-16,21,95,34940.0625
2012-11-16,21,97,3029.424560546875
2012-11-16,21,98,29.969036102294922
2012-11-16,22,1,40740.765625
2012-11-16,22,2,51898.12109375
2012-11-16,22,3,7187.990234375
2012-11-16,22,4,33989.44921875
2012-11-16,22,5,26975.7109375
2012-11-16,22,6,3734.800048828125
2012-11-16,22,7,30470.6953125
2012-11-16,22,8,40549.12890625
2012-11-16,22,9,23137.775390625
2012-11-16,22,10,19785.244140625
2012-11-16,22,11,11483.05859375
2012-11-16,22,12,3100.47314453125
2012-11-16,22,13,38781.7734375
2012-11-16,22,14,18274.181640625
2012-11-16,22,16,3713.195068359375
2012-11-16,22,17,15558.400390625
2012-11-16,22,18,21245.51953125
2012-11-16,22,19,1528.968994140625
2012-11-16,22,20,5445.923828125
2012-11-16,22,21,5377.0029296875
2012-11-16,22,22,12051.6376953125
2012-11-16,22,23,33527.0390625
2012-11-16,22,24,9414.4423828125
2012-11-16,22,25,11057.4169921875
2012-11-16,22,26,10855.30078125
2012-11-16,22,27,2457.183837890625
2012-11-16,22,28,1226.097900390625
2012-11-16,22,29,7586.8466796875
2012-11-16,22,30,3735.486083984375
2012-11-16,22,31,3335.72998046875
2012-11-16,22,32,4800.767578125
2012-11-16,22,33,8449.5419921875
2012-11-16,22,34,22167.798828125
2012-11-16,22,35,4736.05322265625
2012-11-16,22,36,2006.604736328125
2012-11-16,22,38,68494.3671875
2012-11-16,22,40,56955.0703125
2012-11-16,22,41,635.573974609375
2012-11-16,22,42,7758.26806640625
2012-11-16,22,44,7315.80859375
2012-11-16,22,45,0.0
2012-11-16,22,46,20825.98828125
2012-11-16,22,49,0.0
2012-11-16,22,51,0.0
2012-11-16,22,52,2164.301025390625
2012-11-16,22,54,0.0
2012-11-16,22,55,10388.412109375
2012-11-16,22,56,1319.8004150390625
2012-11-16,22,58,3922.587158203125
2012-11-16,22,59,210.08663940429688
2012-11-16,22,60,436.1285095214844
2012-11-16,22,67,12259.4892578125
2012-11-16,22,71,4128.11279296875
2012-11-16,22,72,66370.609375
2012-11-16,22,74,16209.68359375
2012-11-16,22,79,15684.9111328125
2012-11-16,22,80,1359.044677734375
2012-11-16,22,81,12581.2666015625
2012-11-16,22,82,22639.98828125
2012-11-16,22,83,1388.8184814453125
2012-11-16,22,85,2407.18994140625
2012-11-16,22,87,15858.3037109375
2012-11-16,22,90,24119.859375
2012-11-16,22,91,21406.671875
2012-11-16,22,92,61455.2265625
2012-11-16,22,93,3064.3212890625
2012-11-16,22,94,0.0
2012-11-16,22,95,53890.66796875
2012-11-16,22,97,4581.263671875
2012-11-16,22,98,75.20064544677734
2012-11-16,23,1,63546.09375
2012-11-16,23,2,74192.125
2012-11-16,23,3,13959.662109375
2012-11-16,23,4,29866.73046875
2012-11-16,23,5,38975.8125
2012-11-16,23,6,7047.0966796875
2012-11-16,23,7,43184.51171875
2012-11-16,23,8,40698.61328125
2012-11-16,23,9,44834.21484375
2012-11-16,23,10,29403.04296875
2012-11-16,23,11,27274.93359375
2012-11-16,23,12,5132.18212890625
2012-11-16,23,13,38005.82421875
2012-11-16,23,14,35019.6484375
2012-11-16,23,16,5394.93701171875
2012-11-16,23,17,28734.87109375
2012-11-16,23,18,26629.86328125
2012-11-16,23,19,1350.26220703125
2012-11-16,23,20,11854.443359375
2012-11-16,23,21,10097.1630859375
2012-11-16,23,22,23478.63671875
2012-11-16,23,23,52844.453125
2012-11-16,23,24,13413.537109375
2012-11-16,23,25,17553.982421875
2012-11-16,23,26,17228.95703125
2012-11-16,23,27,4901.92626953125
2012-11-16,23,28,2153.50390625
2012-11-16,23,29,12981.2841796875
2012-11-16,23,30,7302.12060546875
2012-11-16,23,31,5200.81396484375
2012-11-16,23,32,10220.0205078125
2012-11-16,23,33,12728.427734375
2012-11-16,23,34,26615.908203125
2012-11-16,23,35,4828.03466796875
2012-11-16,23,36,2589.19384765625
2012-11-16,23,38,44737.96484375
2012-11-16,23,40,65932.609375
2012-11-16,23,41,1982.2049560546875
2012-11-16,23,42,14448.0361328125
2012-11-16,23,44,9155.859375
2012-11-16,23,45,0.0
2012-11-16,23,46,33769.41796875
2012-11-16,23,48,0.0
2012-11-16,23,49,29407.177734375
2012-11-16,23,50,9000.0634765625
2012-11-16,23,51,0.0
2012-11-16,23,52,2641.55029296875
2012-11-16,23,54,0.0
2012-11-16,23,55,16481.208984375
2012-11-16,23,56,2340.6572265625
2012-11-16,23,58,5511.9521484375
2012-11-16,23,59,449.05169677734375
2012-11-16,23,60,141.06787109375
2012-11-16,23,67,15554.099609375
2012-11-16,23,71,11854.8017578125
2012-11-16,23,72,67102.5625
2012-11-16,23,74,37171.86328125
2012-11-16,23,79,28953.341796875
2012-11-16,23,80,1489.57666015625
2012-11-16,23,81,9936.951171875
2012-11-16,23,82,27026.259765625
2012-11-16,23,83,1217.0147705078125
2012-11-16,23,85,4811.88232421875
2012-11-16,23,87,37528.63671875
2012-11-16,23,90,26504.30859375
2012-11-16,23,91,23476.173828125
2012-11-16,23,92,87240.6640625
2012-11-16,23,93,2426.323486328125
2012-11-16,23,94,605.9573974609375
2012-11-16,23,95,51982.41796875
2012-11-16,23,96,16002.80859375
2012-11-16,23,97,8023.1376953125
2012-11-16,23,98,29.353811264038086
2012-11-16,24,1,32910.7109375
2012-11-16,24,2,40009.953125
2012-11-16,24,3,6971.4697265625
2012-11-16,24,4,29715.50390625
2012-11-16,24,5,28938.001953125
2012-11-16,24,6,3962.64697265625
2012-11-16,24,7,31095.912109375
2012-11-16,24,8,55577.53515625
2012-11-16,24,9,26344.361328125
2012-11-16,24,10,28951.12109375
2012-11-16,24,11,16907.21484375
2012-11-16,24,12,4146.09814453125
2012-11-16,24,13,29445.8359375
2012-11-16,24,14,18982.3828125
2012-11-16,24,16,6957.78955078125
2012-11-16,24,17,15406.3642578125
2012-11-16,24,18,20587.33984375
2012-11-16,24,19,0.0
2012-11-16,24,20,4389.08935546875
2012-11-16,24,21,5060.14501953125
2012-11-16,24,22,11717.8447265625
2012-11-16,24,23,29890.900390625
2012-11-16,24,24,5621.7607421875
2012-11-16,24,25,12651.2763671875
2012-11-16,24,26,8751.9765625
2012-11-16,24,27,2173.619140625
2012-11-16,24,28,762.5662841796875
2012-11-16,24,29,5233.630859375
2012-11-16,24,30,3391.3896484375
2012-11-16,24,31,2245.77490234375
2012-11-16,24,32,5203.3916015625
2012-11-16,24,33,6035.34619140625
2012-11-16,24,34,16529.833984375
2012-11-16,24,35,2524.466552734375
2012-11-16,24,36,906.127685546875
2012-11-16,24,37,2923.783447265625
2012-11-16,24,38,55046.34375
2012-11-16,24,40,46135.63671875
2012-11-16,24,41,1258.154052734375
2012-11-16,24,42,6363.13134765625
2012-11-16,24,44,5002.8017578125
2012-11-16,24,45,0.0
2012-11-16,24,46,14896.845703125
2012-11-16,24,49,4611.21337890625
2012-11-16,24,50,731.2845458984375
2012-11-16,24,51,0.0
2012-11-16,24,52,1145.5069580078125
2012-11-16,24,54,0.0
2012-11-16,24,55,14835.6767578125
2012-11-16,24,56,836.2567138671875
2012-11-16,24,58,3021.892578125
2012-11-16,24,59,105.72128295898438
2012-11-16,24,60,0.0
2012-11-16,24,67,10165.39453125
2012-11-16,24,71,4155.7392578125
2012-11-16,24,72,58371.40234375
2012-11-16,24,74,14905.6962890625
2012-11-16,24,79,22118.455078125
2012-11-16,24,80,29460.4296875
2012-11-16,24,81,26437.263671875
2012-11-16,24,82,23221.462890625
2012-11-16,24,83,3845.946044921875
2012-11-16,24,85,1555.6397705078125
2012-11-16,24,87,28565.162109375
2012-11-16,24,90,78940.765625
2012-11-16,24,91,53311.23046875
2012-11-16,24,92,162275.125
2012-11-16,24,93,42120.33203125
2012-11-16,24,94,45880.6484375
2012-11-16,24,95,86337.078125
2012-11-16,24,96,11537.1748046875
2012-11-16,24,97,20049.173828125
2012-11-16,24,98,10877.6103515625
2012-11-16,24,99,154.81884765625
2012-11-16,25,1,34505.5234375
2012-11-16,25,2,35773.57421875
2012-11-16,25,3,7418.98193359375
2012-11-16,25,4,20111.435546875
2012-11-16,25,5,11506.5263671875
2012-11-16,25,6,2916.487060546875
2012-11-16,25,7,18232.134765625
2012-11-16,25,8,32197.884765625
2012-11-16,25,9,11894.7861328125
2012-11-16,25,10,23433.08984375
2012-11-16,25,11,9561.474609375
2012-11-16,25,12,2629.7353515625
2012-11-16,25,13,24940.03515625
2012-11-16,25,14,9536.15234375
2012-11-16,25,16,4090.511474609375
2012-11-16,25,17,11288.4287109375
2012-11-16,25,18,16805.61328125
2012-11-16,25,19,0.0
2012-11-16,25,20,2778.819091796875
2012-11-16,25,21,4358.8447265625
2012-11-16,25,22,5283.36083984375
2012-11-16,25,23,17419.7734375
2012-11-16,25,24,3216.654052734375
2012-11-16,25,25,6894.70263671875
2012-11-16,25,26,4103.85546875
2012-11-16,25,27,1206.090576171875
2012-11-16,25,28,974.331787109375
2012-11-16,25,29,3392.124267578125
2012-11-16,25,30,1935.002685546875
2012-11-16,25,31,1377.7662353515625
2012-11-16,25,32,3060.486083984375
2012-11-16,25,33,2900.264404296875
2012-11-16,25,34,10040.6455078125
2012-11-16,25,35,1543.3072509765625
2012-11-16,25,36,643.7716064453125
2012-11-16,25,37,3078.719970703125
2012-11-16,25,38,40464.84375
2012-11-16,25,40,42064.3515625
2012-11-16,25,41,4124.2412109375
2012-11-16,25,42,5243.83984375
2012-11-16,25,44,4313.82958984375
2012-11-16,25,45,0.0
2012-11-16,25,46,17312.478515625
2012-11-16,25,47,0.0
2012-11-16,25,49,12058.1796875
2012-11-16,25,50,1953.9979248046875
2012-11-16,25,51,0.0
2012-11-16,25,52,1267.9412841796875
2012-11-16,25,54,0.0
2012-11-16,25,55,5653.98095703125
2012-11-16,25,56,1399.1812744140625
2012-11-16,25,58,476.81982421875
2012-11-16,25,59,55.85751724243164
2012-11-16,25,60,94.71920013427734
2012-11-16,25,67,8974.0439453125
2012-11-16,25,71,3059.712890625
2012-11-16,25,72,33791.53125
2012-11-16,25,74,10465.97265625
2012-11-16,25,79,8158.1787109375
2012-11-16,25,80,251.38584899902344
2012-11-16,25,81,9105.8466796875
2012-11-16,25,82,11390.9111328125
2012-11-16,25,83,87.48577117919922
2012-11-16,25,85,3004.54833984375
2012-11-16,25,87,6367.359375
2012-11-16,25,90,13893.099609375
2012-11-16,25,91,8509.197265625
2012-11-16,25,92,45606.23828125
2012-11-16,25,93,1173.0491943359375
2012-11-16,25,94,4800.6318359375
2012-11-16,25,95,43531.58984375
2012-11-16,25,97,2670.08056640625
2012-11-16,25,98,1030.3746337890625
2012-11-16,26,1,33445.3046875
2012-11-16,26,2,26209.53125
2012-11-16,26,3,5501.1025390625
2012-11-16,26,4,24868.138671875
2012-11-16,26,5,18981.6484375
2012-11-16,26,6,3894.356689453125
2012-11-16,26,7,17299.4453125
2012-11-16,26,8,28775.00390625
2012-11-16,26,9,17816.396484375
2012-11-16,26,10,10016.177734375
2012-11-16,26,11,13923.1025390625
2012-11-16,26,12,3822.59375
2012-11-16,26,13,21151.048828125
2012-11-16,26,14,11977.9208984375
2012-11-16,26,16,4040.3310546875
2012-11-16,26,17,8855.9384765625
2012-11-16,26,18,13466.2548828125
2012-11-16,26,19,1391.2384033203125
2012-11-16,26,20,2837.058349609375
2012-11-16,26,21,5408.2294921875
2012-11-16,26,22,6638.47265625
2012-11-16,26,23,15362.2490234375
2012-11-16,26,24,2642.64501953125
2012-11-16,26,25,6139.0
2012-11-16,26,26,3738.333251953125
2012-11-16,26,27,1262.463623046875
2012-11-16,26,28,481.850341796875
2012-11-16,26,29,3600.16845703125
2012-11-16,26,30,2065.539306640625
2012-11-16,26,31,1221.8475341796875
2012-11-16,26,32,3449.69580078125
2012-11-16,26,33,3363.018798828125
2012-11-16,26,34,8265.0888671875
2012-11-16,26,35,1615.2601318359375
2012-11-16,26,36,577.2999877929688
2012-11-16,26,38,106942.2578125
2012-11-16,26,40,38061.68359375
2012-11-16,26,41,330.307861328125
2012-11-16,26,42,2851.763427734375
2012-11-16,26,44,4285.03173828125
2012-11-16,26,45,0.0
2012-11-16,26,46,9553.3974609375
2012-11-16,26,47,0.0
2012-11-16,26,48,404.74407958984375
2012-11-16,26,49,3590.538330078125
2012-11-16,26,51,0.0
2012-11-16,26,52,1430.8817138671875
2012-11-16,26,54,0.0
2012-11-16,26,55,8720.8232421875
2012-11-16,26,56,1140.9539794921875
2012-11-16,26,59,0.0
2012-11-16,26,60,0.0
2012-11-16,26,67,5943.52685546875
2012-11-16,26,71,2019.5478515625
2012-11-16,26,72,43106.98828125
2012-11-16,26,74,8952.5654296875
2012-11-16,26,79,10468.22265625
2012-11-16,26,80,18491.126953125
2012-11-16,26,81,18816.03125
2012-11-16,26,82,15829.16796875
2012-11-16,26,83,2063.560302734375
2012-11-16,26,85,1500.9033203125
2012-11-16,26,87,25800.5234375
2012-11-16,26,90,61885.7109375
2012-11-16,26,91,38045.171875
2012-11-16,26,92,100990.65625
2012-11-16,26,93,26570.5703125
2012-11-16,26,94,37176.91796875
2012-11-16,26,95,64196.42578125
2012-11-16,26,96,17119.0546875
2012-11-16,26,97,14054.330078125
2012-11-16,26,98,7712.28515625
2012-11-16,26,99,147.0328369140625
2012-11-16,27,1,56746.953125
2012-11-16,27,2,74461.21875
2012-11-16,27,3,11303.6865234375
2012-11-16,27,4,41790.46484375
2012-11-16,27,5,31587.337890625
2012-11-16,27,6,4964.61962890625
2012-11-16,27,7,41666.04296875
2012-11-16,27,8,44221.1171875
2012-11-16,27,9,28581.48828125
2012-11-16,27,10,33804.3203125
2012-11-16,27,11,17467.642578125
2012-11-16,27,12,3342.051025390625
2012-11-16,27,13,51293.1640625
2012-11-16,27,14,30049.89453125
2012-11-16,27,16,5695.83251953125
2012-11-16,27,17,21247.15625
2012-11-16,27,18,27004.2265625
2012-11-16,27,19,1773.574462890625
2012-11-16,27,20,10276.0185546875
2012-11-16,27,21,5372.91259765625
2012-11-16,27,22,19080.443359375
2012-11-16,27,23,40053.9296875
2012-11-16,27,24,11992.4384765625
2012-11-16,27,25,14338.3046875
2012-11-16,27,26,16321.0498046875
2012-11-16,27,27,2346.532958984375
2012-11-16,27,28,1249.7235107421875
2012-11-16,27,29,8133.61865234375
2012-11-16,27,30,4137.03125
2012-11-16,27,31,3107.88671875
2012-11-16,27,32,6832.9453125
2012-11-16,27,33,11175.548828125
2012-11-16,27,34,17661.9609375
2012-11-16,27,35,3487.92333984375
2012-11-16,27,36,3880.000732421875
2012-11-16,27,37,2108.77587890625
2012-11-16,27,38,37295.4921875
2012-11-16,27,40,69499.4296875
2012-11-16,27,41,2024.5953369140625
2012-11-16,27,42,9727.6201171875
2012-11-16,27,44,4804.978515625
2012-11-16,27,45,0.0
2012-11-16,27,46,37462.91796875
2012-11-16,27,47,0.0
2012-11-16,27,49,13378.748046875
2012-11-16,27,50,2561.64892578125
2012-11-16,27,51,0.0
2012-11-16,27,52,2323.38623046875
2012-11-16,27,54,0.0
2012-11-16,27,55,16608.66796875
2012-11-16,27,56,1350.211669921875
2012-11-16,27,58,1718.8330078125
2012-11-16,27,59,179.71209716796875
2012-11-16,27,60,0.0
2012-11-16,27,67,10342.0986328125
2012-11-16,27,71,9823.251953125
2012-11-16,27,72,58823.91796875
2012-11-16,27,74,23888.939453125
2012-11-16,27,79,35565.36328125
2012-11-16,27,80,25123.03515625
2012-11-16,27,81,28863.07421875
2012-11-16,27,82,28446.703125
2012-11-16,27,83,7253.72314453125
2012-11-16,27,85,3134.385986328125
2012-11-16,27,87,16864.662109375
2012-11-16,27,90,94329.0390625
2012-11-16,27,91,61955.0078125
2012-11-16,27,92,177712.1875
2012-11-16,27,93,54915.8828125
2012-11-16,27,94,58697.015625
2012-11-16,27,95,101995.84375
2012-11-16,27,96,17468.95703125
2012-11-16,27,97,19764.537109375
2012-11-16,27,98,12343.763671875
2012-11-16,27,99,143.10812377929688
2012-11-16,28,1,33460.28125
2012-11-16,28,2,49706.7265625
2012-11-16,28,3,7153.58935546875
2012-11-16,28,4,26109.32421875
2012-11-16,28,5,27186.5859375
2012-11-16,28,6,2891.45068359375
2012-11-16,28,7,35385.9453125
2012-11-16,28,8,32204.5546875
2012-11-16,28,9,17544.166015625
2012-11-16,28,10,20866.826171875
2012-11-16,28,11,10338.7646484375
2012-11-16,28,12,2702.130615234375
2012-11-16,28,13,35361.85546875
2012-11-16,28,14,15530.98046875
2012-11-16,28,16,3232.841796875
2012-11-16,28,17,8563.130859375
2012-11-16,28,18,20539.416015625
2012-11-16,28,19,1099.0438232421875
2012-11-16,28,20,3963.8427734375
2012-11-16,28,21,3715.84423828125
2012-11-16,28,22,8705.537109375
2012-11-16,28,23,29193.419921875
2012-11-16,28,24,7518.10205078125
2012-11-16,28,25,15000.240234375
2012-11-16,28,26,10452.1240234375
2012-11-16,28,27,1598.0877685546875
2012-11-16,28,28,353.633056640625
2012-11-16,28,29,4063.400390625
2012-11-16,28,30,2450.0869140625
2012-11-16,28,31,2030.061767578125
2012-11-16,28,32,6308.06689453125
2012-11-16,28,33,8943.93359375
2012-11-16,28,34,15158.98046875
2012-11-16,28,35,1781.6654052734375
2012-11-16,28,36,910.6489868164062
2012-11-16,28,37,1448.54638671875
2012-11-16,28,38,46915.27734375
2012-11-16,28,40,43800.9609375
2012-11-16,28,41,1262.37939453125
2012-11-16,28,42,6577.08642578125
2012-11-16,28,44,4684.1630859375
2012-11-16,28,45,0.0
2012-11-16,28,46,18568.822265625
2012-11-16,28,47,0.0
2012-11-16,28,49,12592.5712890625
2012-11-16,28,52,1759.049560546875
2012-11-16,28,54,0.0
2012-11-16,28,55,9227.0849609375
2012-11-16,28,56,0.0
2012-11-16,28,58,7371.69580078125
2012-11-16,28,59,0.0
2012-11-16,28,60,319.8907470703125
2012-11-16,28,67,5004.64697265625
2012-11-16,28,71,4643.388671875
2012-11-16,28,72,57558.09375
2012-11-16,28,74,10136.7978515625
2012-11-16,28,79,39507.66015625
2012-11-16,28,80,17749.123046875
2012-11-16,28,81,20913.44921875
2012-11-16,28,82,18265.673828125
2012-11-16,28,83,6213.22802734375
2012-11-16,28,85,1022.0276489257812
2012-11-16,28,87,14452.3310546875
2012-11-16,28,90,67431.40625
2012-11-16,28,91,54392.1640625
2012-11-16,28,92,101334.1328125
2012-11-16,28,93,47659.640625
2012-11-16,28,94,35058.48046875
2012-11-16,28,95,77175.796875
2012-11-16,28,96,32780.66796875
2012-11-16,28,97,23115.7109375
2012-11-16,28,98,8939.3232421875
2012-11-16,28,99,37.07072448730469
2012-11-16,29,1,27242.0390625
2012-11-16,29,2,25437.58984375
2012-11-16,29,3,6727.0576171875
2012-11-16,29,4,16556.70703125
2012-11-16,29,5,11459.279296875
2012-11-16,29,6,1770.0914306640625
2012-11-16,29,7,16305.494140625
2012-11-16,29,8,21920.634765625
2012-11-16,29,9,10960.8359375
2012-11-16,29,10,8766.7021484375
2012-11-16,29,11,6848.9365234375
2012-11-16,29,12,1673.990234375
2012-11-16,29,13,18675.890625
2012-11-16,29,14,9730.212890625
2012-11-16,29,16,2149.036376953125
2012-11-16,29,17,8943.333984375
2012-11-16,29,18,9660.46484375
2012-11-16,29,19,0.0
2012-11-16,29,20,3234.847900390625
2012-11-16,29,21,3371.778564453125
2012-11-16,29,22,5045.57861328125
2012-11-16,29,23,20726.92578125
2012-11-16,29,24,4884.6171875
2012-11-16,29,25,7378.095703125
2012-11-16,29,26,4496.4140625
2012-11-16,29,27,1486.5023193359375
2012-11-16,29,28,668.036865234375
2012-11-16,29,29,5030.19873046875
2012-11-16,29,30,2216.31005859375
2012-11-16,29,31,1633.3272705078125
2012-11-16,29,32,2867.60986328125
2012-11-16,29,33,4560.42041015625
2012-11-16,29,34,11266.6328125
2012-11-16,29,35,1940.083740234375
2012-11-16,29,36,1193.6258544921875
2012-11-16,29,38,40731.19140625
2012-11-16,29,40,29512.6328125
2012-11-16,29,41,271.2853698730469
2012-11-16,29,42,3624.9736328125
2012-11-16,29,44,1586.626708984375
2012-11-16,29,46,11216.083984375
2012-11-16,29,49,0.0
2012-11-16,29,51,0.0
2012-11-16,29,52,614.8724365234375
2012-11-16,29,54,0.0
2012-11-16,29,55,4913.3447265625
2012-11-16,29,56,964.0205078125
2012-11-16,29,58,192.45767211914062
2012-11-16,29,59,0.0
2012-11-16,29,60,138.69427490234375
2012-11-16,29,67,5697.34228515625
2012-11-16,29,71,1895.4500732421875
2012-11-16,29,72,26821.19140625
2012-11-16,29,74,7526.87109375
2012-11-16,29,79,8055.44873046875
2012-11-16,29,80,0.0
2012-11-16,29,81,5491.19189453125
2012-11-16,29,82,11122.9072265625
2012-11-16,29,83,632.9581909179688
2012-11-16,29,85,1135.4429931640625
2012-11-16,29,87,8610.02734375
2012-11-16,29,90,11961.6025390625
2012-11-16,29,91,4152.0263671875
2012-11-16,29,92,30084.759765625
2012-11-16,29,93,1610.6697998046875
2012-11-16,29,94,0.0
2012-11-16,29,95,30863.736328125
2012-11-16,29,97,1841.7569580078125
2012-11-16,29,98,34.32899856567383
2012-11-16,30,1,10310.2265625
2012-11-16,30,2,11963.8798828125
2012-11-16,30,3,0.0
2012-11-16,30,4,12511.7724609375
2012-11-16,30,5,0.0
2012-11-16,30,6,0.0
2012-11-16,30,7,483.29156494140625
2012-11-16,30,8,12240.01171875
2012-11-16,30,9,0.0
2012-11-16,30,10,0.0
2012-11-16,30,11,104.92269134521484
2012-11-16,30,12,0.0
2012-11-16,30,13,10090.18359375
2012-11-16,30,14,1377.2669677734375
2012-11-16,30,16,840.5947875976562
2012-11-16,30,17,0.0
2012-11-16,30,18,194.45216369628906
2012-11-16,30,20,0.0
2012-11-16,30,21,714.0414428710938
2012-11-16,30,22,0.0
2012-11-16,30,23,0.0
2012-11-16,30,25,0.0
2012-11-16,30,26,0.0
2012-11-16,30,27,0.0
2012-11-16,30,28,0.0
2012-11-16,30,31,0.0
2012-11-16,30,32,0.0
2012-11-16,30,38,56316.63671875
2012-11-16,30,40,22891.7578125
2012-11-16,30,41,0.0
2012-11-16,30,42,0.0
2012-11-16,30,44,0.0
2012-11-16,30,46,4825.94677734375
2012-11-16,30,49,0.0
2012-11-16,30,52,0.0
2012-11-16,30,56,0.0
2012-11-16,30,59,0.0
2012-11-16,30,60,235.12283325195312
2012-11-16,30,67,931.9336547851562
2012-11-16,30,72,0.0
2012-11-16,30,74,0.0
2012-11-16,30,79,5692.4716796875
2012-11-16,30,80,6012.404296875
2012-11-16,30,81,10005.1494140625
2012-11-16,30,82,3807.865966796875
2012-11-16,30,83,981.9005126953125
2012-11-16,30,85,0.0
2012-11-16,30,87,1.0913317203521729
2012-11-16,30,90,36242.65234375
2012-11-16,30,91,30186.57421875
2012-11-16,30,92,65287.328125
2012-11-16,30,93,23705.142578125
2012-11-16,30,94,25139.9609375
2012-11-16,30,95,43507.96484375
2012-11-16,30,96,17941.73828125
2012-11-16,30,97,12501.61328125
2012-11-16,30,98,3575.2001953125
2012-11-16,31,1,27983.396484375
2012-11-16,31,2,57617.3046875
2012-11-16,31,3,6349.5966796875
2012-11-16,31,4,34331.203125
2012-11-16,31,5,20176.77734375
2012-11-16,31,6,1663.412109375
2012-11-16,31,7,24362.173828125
2012-11-16,31,8,25378.9921875
2012-11-16,31,9,8766.88671875
2012-11-16,31,10,16670.12109375
2012-11-16,31,11,9953.22265625
2012-11-16,31,12,2179.951416015625
2012-11-16,31,13,43284.00390625
2012-11-16,31,14,17728.58203125
2012-11-16,31,16,3132.443115234375
2012-11-16,31,17,7519.30029296875
2012-11-16,31,18,15605.5078125
2012-11-16,31,19,0.0
2012-11-16,31,20,5375.70849609375
2012-11-16,31,21,3483.80517578125
2012-11-16,31,22,7470.3603515625
2012-11-16,31,23,21554.2109375
2012-11-16,31,24,5219.18701171875
2012-11-16,31,25,9183.72265625
2012-11-16,31,26,8870.3173828125
2012-11-16,31,27,1091.0050048828125
2012-11-16,31,28,460.9263916015625
2012-11-16,31,29,3977.29833984375
