Actual_Sales,Predicted_Sales
11982.57,13319.855
5026.42,5506.2554
32138.07,29681.457
7693.51,7925.817
14106.22,13181.449
95.76,-119.109764
3522.94,5034.9336
12758.23,12878.014
46617.55,46925.004
396.88,472.56943
3377.48,3603.772
50.0,-98.494286
34.8,64.589294
5.97,259.7715
41540.91,38372.227
22122.58,21543.383
9.0,37.454475
14068.9,13641.363
2466.55,2089.4604
60878.12,68775.375
69194.49,67888.766
6241.43,6635.546
25595.26,26415.379
54.5,26.28146
54169.31,58197.836
27279.91,23772.56
3247.62,3040.0518
17290.9,16826.742
771.7,761.0895
27903.51,29589.762
39485.18,34635.9
1253.31,2218.9258
3976.9,3880.6938
97629.92,95696.66
42012.45,42399.645
46738.71,49029.688
6816.0,6681.7734
14475.4,14297.661
83.37,94.645805
1044.46,1162.364
17355.14,17944.736
4456.17,5065.971
20.6,-17.554375
67786.19,65076.79
91713.38,89289.98
28032.76,25221.172
0.75,-210.37756
58612.74,62558.06
10021.69,9201.264
1981.0,2016.338
9888.93,10358.6455
18671.51,22281.361
12238.62,12403.773
7.24,36.81445
7345.49,7178.038
150.33,145.6545
17455.7,17626.22
17932.82,15721.47
45396.79,45881.195
3697.0,4063.4536
14.74,12.717051
37365.99,36935.008
2633.59,2510.0173
224.94,155.2455
5307.18,6795.4604
41420.94,31598.346
2318.66,2406.566
4375.05,3937.8796
118.64,110.752464
35193.51,37060.14
15519.88,16100.951
35.91,115.26959
1606.06,1636.6918
1666.68,1859.6827
19277.42,19970.81
15856.31,14671.789
6399.19,7516.6567
41423.27,41882.86
18286.41,13192.951
8276.95,8362.89
1557.34,500.76218
20774.64,20344.791
71408.42,72532.25
594.17,625.99774
2410.34,1710.2893
2284.19,2283.4163
40042.73,31683.826
6480.3,6768.5576
831.4,379.04828
10106.93,6900.7134
13552.03,14290.099
50344.7,48750.266
225.0,296.97845
2453.38,2446.3826
2249.07,1891.6151
136451.11,152081.55
12422.78,12193.901
1636.08,2321.706
3285.4,2906.0146
44976.78,41546.082
36427.86,40407.24
20181.5,21243.777
160.0,271.25934
24878.34,26692.064
3334.21,3546.3083
37763.27,42419.434
252.7,307.1796
10336.35,10727.355
76170.64,72018.52
46565.35,43499.31
27343.47,26929.064
2576.45,2559.553
4569.32,5364.7466
39611.47,47240.047
27089.99,27756.19
12.5,300.7764
26422.5,26802.084
32.0,35.25511
12120.06,12297.423
3989.86,3976.5017
32993.79,36412.27
12698.42,11508.75
10932.67,10965.753
216.67,185.62482
17576.45,16324.803
7455.51,7108.5073
29400.75,29606.992
92731.12,89948.56
19.74,-15.085792
1482.04,1833.6732
50128.08,49421.293
14857.29,15947.955
84143.04,77972.69
7142.39,7493.978
26034.72,28615.129
16830.6,16347.896
10461.82,10820.71
5372.84,4444.351
27504.02,24683.96
12674.03,12610.951
16623.38,15237.277
21586.72,21555.803
1930.22,2002.2815
3.94,62.865967
7497.94,7960.1904
6237.0,6933.0815
16020.52,16508.521
4716.05,4228.0864
27399.02,29132.021
12175.27,11411.357
50819.39,51590.273
16788.3,19956.486
19323.54,15756.546
83.8,103.67507
3266.04,2636.7693
16629.27,15850.01
470.17,392.92694
62782.43,66087.82
6317.27,6036.6934
6309.62,6332.4165
480.77,566.4427
7803.95,7833.636
8724.22,8349.45
486.0,843.1309
55524.19,53988.58
17319.42,18155.928
14500.9,17413.55
82.0,90.99673
23966.54,23955.04
137693.68,123951.52
2945.62,3488.6973
51394.02,51239.64
261.29,168.34866
90946.24,73948.914
150.61,177.82205
13831.18,16077.865
8087.74,6477.7793
5301.52,4944.6855
4535.27,4969.8857
92172.43,86035.5
53371.95,54558.594
3836.69,3418.3245
8468.5,7564.2256
14355.45,14471.261
7530.14,6237.497
270.0,225.28987
1275.21,1116.4772
24333.99,25311.824
16448.59,14868.186
26407.36,24556.73
42039.41,33799.723
5367.62,4822.637
2150.55,2895.8533
64276.83,72619.01
20252.61,23171.791
1076.92,1301.7999
1044.4,1013.4871
31062.79,32292.96
2065.12,1880.1567
3338.83,2620.013
79.79,78.03748
21376.63,23236.596
34707.37,35486.438
52028.59,53092.28
97773.62,102789.32
60.8,-17.3034
5643.21,4528.2344
1018.4,1117.198
217.86,86.839584
7772.75,7978.328
0.1,-149.43237
153216.18,154408.16
129.3,172.19118
10657.16,8186.336
17180.43,17177.092
728.76,823.99774
2905.77,3306.606
5537.87,5988.194
6513.66,6972.7046
12489.07,10978.674
24582.19,22886.242
35.38,91.68229
96.7,283.7714
7791.62,9461.702
1491.19,2048.5266
5115.0,1782.7496
415.12,384.163
3026.65,2878.5293
21497.7,20526.844
6467.1,7130.0
7853.25,5426.2373
1929.63,2337.0916
6870.22,7863.0947
250.54,186.26492
34257.88,34314.45
1097.27,1553.8662
35500.41,35651.31
880.67,1433.0398
15245.82,14153.13
9604.25,10165.779
5720.27,5163.359
1406.14,1426.7125
5.0,389.78555
3227.27,3052.097
77074.46,74797.016
5223.28,5114.43
387.78,82.2833
5451.9,7005.5645
31147.56,27642.098
3562.22,3951.2803
36032.75,35241.316
2879.97,3764.2898
9365.74,8322.473
1719.0,2063.8943
3494.69,3907.0527
4751.52,4276.8057
5899.11,6136.4917
47.67,57.642254
16764.71,10626.371
554.01,446.09042
24016.43,25635.215
23339.99,25265.2
11241.73,7802.317
16379.07,16316.194
8893.66,8660.961
37481.28,44414.543
9068.9,9898.379
46771.12,45877.656
16413.23,16033.451
2213.34,1656.3287
1409.66,1359.0527
10055.42,10293.206
4976.06,4817.7734
202.58,300.01926
31246.79,24483.92
2559.94,2919.9194
4455.52,3563.8958
2018.98,2029.6881
20586.54,20605.592
1199.9,1628.5917
3066.58,3281.1992
24179.89,21075.285
13875.12,12348.116
1879.95,1701.277
48653.31,49996.88
4619.0,4032.8015
1413.38,1119.3545
15547.5,16523.611
594.73,845.5137
16309.62,15956.803
5166.66,8687.761
206.39,205.14465
24426.15,24653.25
42603.99,44452.168
52530.42,52712.402
5362.24,6656.308
7160.96,7246.4575
4.88,37.13408
6266.56,5313.335
1723.41,1706.4712
5772.88,6325.7783
10992.98,11499.123
35212.8,32243.82
7401.11,6665.3213
56575.05,60355.402
12541.17,12706.804
11361.08,11199.499
6178.96,7139.356
41267.61,42636.125
5670.38,5568.1875
20140.55,20018.518
9559.81,9183.269
110.0,240.42992
6050.0,3702.3923
42916.19,43050.3
1117.0,1032.1997
33492.59,20747.148
4690.39,4458.706
1477.95,1914.5972
20614.02,25639.158
3002.31,3073.3884
11931.65,13477.203
639.0,519.28
12117.65,11381.539
41899.74,38773.047
37558.83,36755.1
16877.86,17246.105
16175.13,18584.053
5491.88,5339.6494
26825.87,26406.088
34193.5,36576.43
909.28,1011.9595
9874.49,9636.741
85.38,51.22592
13698.19,13442.034
97840.69,101475.57
49637.28,49166.598
22098.9,22308.629
380.38,242.75528
214.5,404.81262
5493.37,5920.2476
8203.32,10833.985
19946.75,21295.951
21192.22,18684.86
36838.14,32274.719
58524.02,61096.727
5863.67,6784.2207
56719.7,53982.277
21872.6,21762.613
44534.29,46689.49
5295.46,5412.3267
19054.55,20791.227
1312.34,1480.9142
2220.0,2271.322
8209.03,5565.9463
5752.93,6123.771
2426.86,2209.5027
36780.88,39088.574
62060.79,65784.555
7107.75,7326.9673
12285.9,12096.161
3586.3,4483.0586
132.69,221.37054
29817.18,30164.936
10240.19,9524.819
3995.0,3426.9392
19.91,-8.810262
495.58,502.16125
22315.92,23149.637
148.3,99.88769
12275.0,6077.194
109.29,-191.09459
4501.07,5171.4824
1075.35,1137.9509
5053.71,5418.2197
24836.02,22452.307
11770.78,13583.98
7518.27,8028.5083
34098.71,32023.088
6783.49,7640.43
102911.54,98563.36
23998.65,24704.018
8.0,23.30146
10760.88,7539.3364
2151.87,1619.407
34562.74,43584.676
2051.79,2197.098
2623.4,2819.6836
10844.47,12216.379
10344.36,11961.262
747.0,812.2288
5889.54,7310.2915
29416.59,29262.66
35864.96,33120.81
10416.0,6291.281
25760.02,18277.18
2487.59,1745.7051
51355.34,56020.785
15060.97,15317.174
13.94,50.33419
133.76,57.516567
61009.04,64787.11
49160.28,47450.95
5848.82,5390.0166
9673.54,9865.989
4567.74,5029.2827
16085.8,15308.288
107.6,96.425385
0.75,29.443516
90.0,119.534195
8003.04,8778.077
21704.47,22168.139
3187.19,3233.688
5347.56,5789.3325
3343.43,3840.3994
9703.85,10026.93
1700.14,2243.3982
9480.2,9057.593
17403.4,18258.932
18796.68,17775.254
29850.98,30570.604
163.02,204.42154
2634.97,2511.4336
2001.0,1140.9086
22622.74,18658.828
14742.77,13535.451
26401.54,28079.275
77.67,10.869065
2481.88,2450.5579
19559.15,19684.188
3348.33,3698.9673
28667.53,27065.176
1355.5,1377.4352
51704.63,51333.234
3287.54,2436.8079
7212.56,7819.1616
53862.6,60289.418
594.0,458.28256
13902.61,14680.663
5180.07,5576.853
551.95,672.57324
9898.26,9608.618
1892.06,2078.931
14145.98,14813.853
76509.38,81736.74
18310.43,20007.338
3553.84,3820.4922
80194.39,81138.74
8982.43,8519.271
6321.2,6227.042
855.0,702.3079
33009.86,26362.977
356.72,341.127
2324.01,2096.5981
42466.9,37380.73
1150.88,1308.3224
7983.34,9837.596
6222.3,5962.2056
1.24,-92.382195
907.97,852.13257
11692.56,12523.692
260.0,652.98413
8345.37,9139.79
2332.6,2229.3276
24500.0,18352.514
12055.81,12941.968
2842.76,2000.6179
268.37,372.34842
8613.53,9152.666
4457.95,4839.0806
3626.74,3430.579
4564.01,4733.8823
3690.72,4512.5913
7895.21,7634.6265
10792.65,10561.389
6735.84,7373.061
70953.81,72788.47
6454.09,7092.8765
11635.22,10264.673
21302.23,21547.994
369.0,554.69604
3731.74,3359.5378
10545.95,10562.616
6384.78,7845.858
9589.78,10099.741
1003.84,1139.6964
739.15,699.5736
20.38,-15.064056
14037.0,15998.888
22935.77,19146.496
1475.0,1692.6006
1756.97,2100.023
12882.69,14621.49
1220.57,936.0416
20271.93,20110.547
6383.83,7650.4634
8902.65,8672.602
1422.51,1418.8104
5572.51,4920.9883
26496.38,28926.262
7782.75,9506.449
15761.56,16244.007
833.61,862.41895
17475.82,18237.928
23977.5,22949.37
6643.95,9088.737
7965.07,8656.295
279.96,354.52997
3177.13,2083.4485
2878.91,2850.1777
3.0,-409.44318
11453.17,11314.883
17284.34,17811.826
53788.77,51748.703
1030.96,1064.6941
15778.88,16909.926
5215.88,5756.128
24003.21,24460.828
7893.15,9757.757
19001.5,13800.528
5941.08,4921.582
1139.48,2292.4973
289.8,389.3038
22139.04,21380.035
4895.38,4626.6685
292.52,356.82657
2328.51,2449.6719
6668.61,9275.897
43135.55,52751.207
5860.24,5492.496
3155.39,3412.0615
28455.03,28462.014
37449.65,37140.18
1317.0,1112.7662
6642.93,6304.4863
282.85,324.38953
564.58,395.17422
499.05,505.8738
92.78,10.626546
19900.98,19727.582
3979.69,4157.8027
19945.18,19982.691
8929.83,8155.56
22130.65,18567.041
53485.6,59929.47
125.26,114.39998
3718.66,3278.9006
5648.14,4011.9216
1813.89,3223.5852
33.45,75.38099
31678.63,33623.535
6771.85,8396.916
28935.39,30682.875
6643.61,6970.955
13228.55,15045.718
5829.71,5868.945
14423.24,14423.038
3484.46,3497.5881
8.58,670.11145
2929.92,3366.0842
180.0,150.62793
757.96,856.2275
95376.11,91398.73
8235.03,9898.789
110.78,108.17594
4384.24,4409.9976
6408.77,6527.8657
14074.34,15210.972
213.69,1.9757978
12258.28,13768.388
29478.33,25682.229
16976.78,13328.972
5921.83,5879.9644
16809.36,18693.867
834.67,710.00995
40868.3,42494.785
10809.23,10875.67
3570.85,3455.227
3327.28,3339.3066
7500.9,5836.184
10360.28,10772.201
60578.44,61047.61
1858.6,1783.9983
11302.23,12097.622
15132.31,14191.91
44856.85,43047.92
12025.76,10274.32
6820.49,6851.747
5085.0,4057.691
21618.25,24248.902
100684.85,96585.39
4845.11,5608.759
21473.06,22079.295
659.14,870.28595
42964.91,45304.414
778.77,665.8517
40274.36,38438.43
45729.02,42250.508
85535.59,93624.31
29.64,228.0375
3890.38,4018.6528
7177.04,7361.1035
1529.04,1681.6953
54473.63,54449.305
5913.66,7788.8467
13565.77,16963.115
8222.62,8553.972
9106.36,9651.725
21420.09,20243.223
1219.97,1085.8425
240.84,252.73665
17921.12,19145.473
11.88,-18.8286
669.9,573.4187
19428.71,17795.73
2047.82,2040.7737
3674.34,3130.1086
34715.22,32394.725
4771.3,6050.2627
721.76,1106.0289
1719.27,1721.2399
4663.04,6142.174
13542.68,14433.039
3756.35,4843.1763
2833.55,2912.3215
20178.62,21605.998
8037.66,8359.286
14096.11,14549.29
11177.52,10984.309
0.5,-136.17662
21142.03,23152.7
216.19,210.29907
20.0,31.359718
1132.33,1309.6504
217.28,139.62901
223.0,295.9125
7431.09,7298.327
21919.88,21583.057
18852.97,24413.045
19334.63,20189.977
7138.94,7159.979
160.2,106.42631
24878.82,25367.85
105.0,17.77051
2055.04,2149.9158
3196.48,3354.1233
1027.05,1878.0514
70863.03,70698.12
1882.3,1651.9531
19.79,-18.979082
6332.41,6202.9146
5634.92,6203.2188
12450.88,12507.847
6142.46,6274.277
46920.57,47877.973
3628.54,3400.8994
14858.97,13377.168
5817.98,5802.9385
8867.43,8730.192
4493.96,4485.442
2466.61,2715.4817
2534.22,2917.121
50609.22,53638.895
2500.94,2557.226
873.32,793.2452
2749.68,3072.6604
22.56,16.585466
55296.64,62140.88
8125.77,7512.9087
35297.63,38551.742
2660.05,2407.2244
1426.44,1568.1575
21707.23,25902.826
1487.28,1231.5565
22436.63,21172.049
82566.2,85923.125
12374.49,12549.327
240.0,173.82124
12.0,17.048761
33980.93,34192.766
21468.1,21233.346
12218.9,12519.95
5625.89,6305.4004
3934.0,4680.033
8191.88,8129.22
1723.6,1931.5896
2437.17,2400.5366
13203.18,14267.408
13945.79,16498.625
258.02,469.4932
3120.5,1993.1069
1390.75,1398.3716
4158.98,4101.8994
497.16,273.34305
17242.15,16838.295
3003.79,2786.287
18947.83,18910.174
3582.39,3756.1333
2183.83,2356.9783
8411.74,8736.45
11007.62,10306.4795
587.0,1098.3103
3247.54,4051.884
2484.8,2207.7805
1455.8,2172.1865
42687.29,37385.797
7730.78,8890.802
9036.93,10719.867
16339.13,19083.799
482.25,343.25052
16149.75,12816.552
31630.73,32383.139
10.0,-66.94697
14851.08,12636.769
48895.15,46142.453
6462.9,7138.6763
8.0,-16.149572
46051.33,44277.707
3521.82,3502.7263
16748.13,16665.418
22858.86,23773.346
11535.36,9683.682
1782.96,2712.0994
5801.98,6026.1323
35899.74,36570.78
11959.45,12559.499
39904.19,40841.492
5610.25,5056.784
18649.48,17665.406
92816.32,104822.9
1552.41,1870.1744
35547.87,35532.97
3608.16,4370.9707
606.36,724.49475
53.63,36.148552
43.3,58.232224
16762.26,17007.205
1707.14,1539.9951
13380.26,10624.699
79446.38,85334.64
83514.29,87023.56
56155.8,58316.16
9119.34,10165.554
2465.5,2416.7312
21288.77,24311.36
5121.8,4938.118
4622.25,4520.879
108.76,66.37085
27170.75,27259.883
14063.4,7899.326
5737.43,5994.022
4945.86,5514.87
4695.38,5684.8696
9697.74,9068.195
3492.83,3437.7378
38625.62,55117.793
74330.31,58669.9
40.0,-0.8960552
2225.5,1988.2413
43307.5,46500.867
85.0,150.63193
80.0,34.029186
13799.64,14350.645
12435.14,12819.77
6.97,16.775377
5222.47,5095.529
19493.84,19027.219
13262.16,12193.369
11202.52,12624.033
25573.91,32945.035
13324.89,13137.617
3415.86,3718.4097
85447.12,85906.01
37432.75,38080.39
102316.58,99232.305
8773.56,9517.317
12181.66,15581.124
18736.78,16138.159
72.0,79.493355
6130.76,5819.4917
21979.63,20080.037
22655.7,20579.098
6308.98,7012.0264
361.23,537.8099
46142.46,49512.72
20088.43,22051.586
21373.92,23524.184
15352.36,14528.037
66904.1,66585.9
7341.62,7975.3037
1051.32,895.56744
39061.12,36422.75
4.5,151.47894
16769.99,17763.291
9853.19,10817.456
26982.48,29416.186
6900.59,6846.2793
46139.57,45423.81
9064.31,9392.174
13.38,25.104565
10602.09,12534.535
54278.86,57868.473
5731.6,4975.147
8889.22,8703.273
6322.01,6496.103
33968.44,32275.977
1731.0,2377.2666
1030.19,577.4312
7568.68,7644.063
5274.13,4616.4927
22116.99,13668.718
16087.89,16886.934
17830.57,19421.15
10605.48,11146.364
5335.0,738.8896
34209.28,34134.934
60992.62,55426.664
3466.75,3680.4958
4568.75,5326.043
10815.86,10783.8955
5444.48,4252.1885
4231.81,4811.533
38163.76,39183.266
92618.18,93383.39
41364.08,40815.664
4154.73,4261.2817
14.58,-11.497941
9140.97,9649.218
34088.02,33299.766
1381.05,1271.3022
920.83,959.0748
2565.91,1444.7206
2.0,-163.39177
4641.85,4527.6475
36956.04,41919.49
8254.12,8561.003
1651.28,1642.4227
2127.22,1712.0345
15508.15,15171.364
11112.86,11758.322
9780.6,10009.348
11.97,41.98712
24.43,-13.169518
25.19,-27.711815
19793.84,16958.309
41092.58,38410.19
26569.9,25465.725
22907.95,25652.537
49854.84,41570.434
53776.14,51143.508
1513.84,1881.7411
34813.48,36978.473
24948.17,25100.947
84257.5,77937.23
287.64,414.8702
4670.52,4553.2896
11062.12,11369.257
22375.11,23121.889
21658.4,19885.086
79582.27,70711.93
6116.6,6359.0483
95.0,435.70007
21470.75,20897.367
27991.76,16262.079
504.0,321.55447
17322.93,19214.37
77280.48,72849.836
20437.85,20771.84
23428.42,14471.675
33651.19,32146.596
35865.97,36510.645
2688.89,2966.662
93.28,-21.931368
0.1,-131.68971
7137.59,6742.24
161.52,188.2771
31058.07,26753.596
11694.84,11582.085
6668.51,7379.1655
1866.48,1795.5725
7079.61,7472.2983
603.11,342.92453
74458.98,80739.164
1086.41,1136.238
2473.14,2177.6426
4539.41,4446.311
3639.39,4358.371
2494.61,2853.6123
10679.65,10019.504
1134.0,1691.1277
19652.56,21187.865
659.94,822.57806
2951.17,2738.9988
1320.1,1281.5356
32768.8,33830.098
8670.83,9268.342
8316.07,8363.813
6282.94,7283.8423
1698.37,1711.066
53885.29,54868.848
20155.74,19342.975
9691.46,9463.382
14864.3,14544.437
31349.18,29248.824
19580.77,17453.596
7235.51,9006.566
496.8,381.1339
9074.28,9846.855
347.32,81.92947
6172.45,6517.491
3010.67,2434.8474
8344.08,11674.653
31.61,55.57802
8639.07,10900.48
1297.0,2733.1436
33527.06,33569.867
26249.22,27931.238
7929.57,8378.137
64335.66,63616.49
6549.81,7499.5503
6525.92,8432.689
60455.44,59720.34
7499.62,7235.061
3670.73,3980.2031
2865.32,2783.6936
360.0,256.9178
24277.89,23694.053
11514.16,11937.582
37417.17,34993.406
11543.56,11368.133
645.0,790.60333
40451.9,37863.695
34952.12,34629.22
1257.66,1290.9572
5398.5,5035.324
34419.77,37355.67
6358.84,5394.622
15034.28,15246.081
18425.62,20229.965
3496.25,3430.8845
6519.45,6703.352
4422.38,4732.998
7550.37,7229.7246
1970.27,1651.2092
184.25,185.40736
4158.25,2962.9192
58505.18,57011.684
522.0,478.70132
4962.1,4665.118
2252.31,2581.8967
11.13,15.435756
85.0,232.15442
13214.08,12505.149
9761.34,9532.221
79286.73,80994.21
273.12,112.768555
48726.74,45838.93
47.88,93.00201
2590.34,2459.297
26618.54,27246.426
52.58,-57.730366
30898.39,30331.996
2415.01,1826.7987
13832.35,16671.719
168.58,389.9657
3211.58,3363.6746
502.94,263.29794
8158.08,7901.1616
7430.5,7762.689
26544.28,23767.135
3815.54,4198.2124
8250.6,8473.745
2697.0,2603.5464
2777.72,2826.4653
989.18,950.4974
5969.2,6798.9546
4292.86,4418.945
45100.55,42748.566
12564.18,12792.674
8251.54,8218.6455
20376.59,21470.666
9286.82,9365.903
14358.3,14774.321
221.18,287.58505
1196.14,1556.2129
15571.1,16362.331
4130.46,4777.6606
5180.65,4298.9946
38092.53,42125.684
366.0,338.8592
9392.52,11402.421
733.88,585.6619
11402.88,12428.74
9185.47,7586.9624
336.57,478.49393
508.41,391.43414
2350.72,2206.9548
1405.9,1697.7599
47.52,8.796456
78552.24,75541.766
15967.05,15476.968
45243.92,50385.38
10671.56,11999.379
87652.48,85342.15
17519.81,17965.963
154.09,84.33595
704.64,690.6643
6173.39,6414.7256
17978.74,16767.168
38652.07,38129.83
119096.56,114425.85
7677.98,7282.9204
7545.94,7362.5483
35636.22,29244.51
20033.17,19914.979
10264.64,10694.094
4662.91,5523.9355
7054.13,8463.504
14478.04,13922.826
17434.73,17227.469
7871.47,6946.682
28536.43,29279.893
414.03,313.1134
209.82,32.436306
8391.66,8740.663
11209.36,12309.969
4791.87,5328.7227
4371.14,4332.946
35930.39,34539.0
56.68,66.46711
41002.29,45797.266
11310.22,8732.421
4627.22,5083.7715
2788.37,2629.872
1208.0,1119.4008
28074.25,30459.357
135.0,-25.2686
2385.22,2070.2458
1668.89,1807.0956
25029.36,24972.6
3952.9,3164.991
2934.5,3013.244
78858.95,79653.125
2126.27,2505.551
2015.0,1593.4889
49327.75,53150.297
42845.53,35660.035
4399.67,3710.7168
4781.08,4230.523
99.0,121.09576
7155.2,7652.511
4033.15,3301.5955
4390.05,5524.176
24293.63,25629.688
10793.82,11316.87
17733.92,18674.951
6040.84,6861.0483
54156.73,62314.38
6071.54,6090.721
8901.55,9046.094
104276.34,110371.17
58.84,97.259514
17497.92,18830.264
65130.3,64486.22
2936.62,3317.5134
2883.43,2844.7434
37270.81,32985.73
14929.14,14648.405
7427.32,7990.593
4331.59,3826.056
68053.82,70189.87
2642.03,2446.5303
2892.25,2767.6816
17604.37,23407.914
5155.97,5326.5337
2295.39,2358.5215
10377.86,10959.038
1124.0,1350.1301
30765.03,31916.594
45471.88,51600.844
42983.04,43838.27
4739.07,4607.179
10346.43,9658.685
11295.32,10878.217
6297.33,6434.542
2066.01,1927.9618
951.58,578.17706
6442.12,5767.8413
19657.63,19585.41
27249.3,25559.807
8497.0,8363.986
4350.0,4950.6025
1842.09,1699.8661
35630.85,35982.73
27.12,55.07931
35735.0,38015.742
7641.51,6843.0063
4254.11,3878.2422
13180.28,12176.514
22977.54,20400.293
384.26,265.73853
37895.69,36653.99
13627.36,15967.055
1246.94,1708.1454
10329.88,10561.345
1311.0,1072.3214
315.5,287.5503
43023.24,45688.703
7609.89,8226.538
7040.02,6726.6904
1626.73,1663.089
45381.05,44842.418
14187.85,14673.688
19453.28,20045.55
105499.39,110589.75
279.0,201.94792
6086.27,6035.772
333.08,447.282
2465.95,1407.722
25024.32,25537.33
44455.63,47573.758
1065.06,1133.0779
38097.93,38477.934
25598.96,26425.562
52200.01,57668.336
17.91,70.920906
31842.26,30968.256
5740.9,5065.792
28050.3,28984.549
13298.49,13090.4375
3271.0,3119.7148
15.0,54.865894
9300.69,10327.312
9399.03,10129.871
51601.93,51481.53
5.88,-204.62613
1824.0,2001.5845
32117.55,22872.441
21158.88,19765.906
10807.6,10788.14
-38.88,-24.237022
4774.83,5269.006
16504.35,16720.342
18139.0,11778.908
987.66,1234.6836
4605.36,6329.6743
1494.92,1599.8407
28751.88,23072.367
8888.14,8527.842
164625.75,161204.28
18940.47,18257.33
4278.52,4298.2896
4623.46,5582.4233
91294.14,104468.96
95278.04,107215.484
1007.66,565.9615
1337.48,1125.8506
85355.94,85941.46
12815.23,12552.148
75.0,25.80691
7441.86,8409.73
24.0,36.00881
1727.0,2517.0786
15282.11,15783.349
4811.31,5535.38
17705.25,16933.959
1968.33,2023.3688
5454.35,5982.6333
849.33,1049.8933
29074.01,30451.014
22413.33,21179.422
1545.14,1652.6316
50580.09,49898.676
4432.0,4641.265
9652.28,8874.245
18346.67,16810.74
88382.8,90746.42
23875.65,24830.49
181.3,228.01114
35.82,154.92166
18863.98,18040.443
21518.73,19185.154
7619.66,7921.8184
4687.55,4796.422
5524.36,4919.397
15837.54,15774.577
549.79,690.4831
14604.93,14046.604
13116.14,13485.682
2621.0,2769.69
388.72,443.4194
16060.32,16348.334
3124.61,4030.1995
7697.33,7652.0796
393.61,456.26706
12444.09,12483.981
28957.52,30569.637
36918.64,35983.816
34184.66,36473.516
11479.1,7764.008
10545.93,11762.693
215.0,339.98257
29931.88,28577.402
9920.27,9954.0205
26308.83,25978.309
3.57,-30.20435
33679.94,34840.645
196.0,120.97337
2003.45,2129.4956
8804.18,8435.098
9963.36,8639.696
5162.99,5379.8037
55651.78,63267.016
86080.58,87780.98
8924.5,8505.931
26720.62,26944.125
1412.88,1105.0942
33549.77,35236.773
2144.38,1882.1487
2388.47,2205.4492
9045.97,9901.216
25491.94,25752.084
4206.39,4276.0522
1475.36,1683.5493
11789.91,12266.291
0.1,-188.7235
1130.24,1303.6577
3619.59,2587.3438
6648.46,5566.767
3174.05,3654.095
47390.86,45494.094
14023.17,16131.987
1371.0,1279.9352
5691.69,5925.072
41423.78,46683.66
5450.0,3608.0332
44122.9,43356.6
1503.45,1609.2358
40059.07,34641.76
18158.36,19200.729
57826.62,54413.156
16449.32,17002.557
46860.18,49852.35
40257.83,42821.36
10057.33,10634.556
-68.0,3.9070847
7893.7,8511.912
2530.0,1987.2764
9841.0,10390.651
62387.0,57755.055
7350.54,7474.793
44555.08,43819.004
217.37,-3.5908372
22381.87,22420.137
12959.15,15054.043
2568.43,2948.2415
16897.88,16917.742
16686.64,15950.167
34681.25,33149.08
4573.68,3088.334
103.16,62.109344
37974.43,38375.254
2822.0,2729.927
9531.67,8865.244
1206.91,918.4043
4391.12,4213.265
26747.55,26650.738
19125.74,19022.285
84362.43,83050.375
1330.38,1363.1329
170.75,179.41698
2351.07,1913.2668
478.91,268.12372
34605.96,33176.32
5566.1,5492.105
2679.36,2265.1777
2290.0,1496.4827
182448.55,164661.1
46637.7,52470.367
33909.11,34070.797
52050.59,51762.586
35217.73,32469.6
19564.43,23549.85
15386.88,18794.654
8396.29,8578.368
8347.83,6062.34
13013.47,13223.697
20532.75,14337.862
1338.26,1297.9866
243.18,462.18076
2335.0,556.353
15430.42,21394.072
23314.46,18208.078
177.31,180.10701
58216.69,57630.84
2648.21,2788.2083
27874.7,26274.273
19780.33,19989.363
4672.1,4459.1626
14226.49,15871.207
76019.52,71494.45
3927.18,3970.2778
40621.95,33638.746
35653.47,41621.098
441.0,418.30188
470.81,470.23984
5.0,-19.160862
1052.05,1042.3406
19.5,60.016655
11.97,110.33952
15216.8,15833.484
780.04,728.15515
2538.7,2357.851
1370.76,2230.7937
85369.43,80545.05
95.32,175.68904
5528.48,5217.679
10961.9,11733.878
15340.06,10904.236
101323.42,82775.2
22168.63,21797.086
6450.1,3703.2327
14440.26,9410.104
10928.78,10842.485
5172.2,4953.056
2905.46,3280.6794
11353.37,8593.972
47.88,26.631037
6355.7,5975.1514
6899.2,6893.7246
2241.72,2227.0044
46296.09,43828.773
8337.02,8501.574
195.25,443.9302
9219.73,10396.466
252.0,237.9912
10670.87,10458.138
2965.37,3057.3223
1079.09,836.7752
9178.8,8024.754
59850.41,60775.363
9904.63,9785.408
2855.19,2992.1953
2853.49,2790.1396
8859.65,8835.308
14026.97,15216.701
5764.52,6694.277
21580.64,21279.186
9274.81,9556.571
51786.41,51822.875
12784.65,12995.94
3360.93,3004.5066
6563.89,6517.3413
578.35,435.66364
3355.37,2781.095
28884.68,30601.223
9378.72,9619.01
1074.02,1131.6848
39019.74,38633.973
5.0,25.231153
14444.53,14122.767
10660.45,11363.05
3048.12,3309.08
24777.46,27126.45
12484.9,13578.873
50248.45,48941.508
63073.2,68090.93
71495.9,70605.54
885.42,945.3043
1872.74,1713.1366
40683.18,37957.965
3805.39,3693.8013
83497.97,83801.95
95302.65,92419.79
20.4,90.441216
5511.02,4858.7783
3966.51,3831.4126
22252.92,22127.299
30395.11,33673.6
310.0,388.8447
24702.32,29175.148
160.0,299.82022
295.0,371.81024
